Id,BIRTHDATE,SSN,DRIVERS,PASSPORT,FIRST,LAST,RACE,ETHNICITY,GENDER,BIRTHPLACE,ADDRESS,CITY,STATE,COUNTY,FIPS,ZIP,EMAIL,MRN,GroundTruth,Description,Scenario #,BIRTHDATE_DT,Address,num_matches,MatchID
6618698,01/01/1970,999-99-3397,S99957613,X83435825X,Ir,Langworth,asian,nonhispanic,F,New York  New York  US,980 Kemmer Route Apt 82,New York,New York,Richmond County,36081.0,11423,iIxBLGNyKS@gmail.com,999-99-3397,Match,uspsStoreAddress,25.2.1,1970-01-01 00:00:00,USPS Store,5,6d526b32-29d1-0228-3c4a-14803dfa9bd6
6652515,06/27/1975,214-43-1768,S99957613,X83435825X,Iraid,Langworth,asian,nonhispanic,F,New York  New York  US,980 Kemmer Route Apt 82,New York,New York,Richmond County,36081.0,11423,iIxBLGNyKS@gmail.com,999-99-3397,No Match,uspsStoreAddress,25.2.2,1970-01-01 00:00:00,0,5,6d526b32-29d1-0228-3c4a-14803dfa9bd6
7563134,01/01/1970,999-99-3397,S99957613,X83435825X,Langworth,Iraid,asian,nonhispanic,F,New York  New York  US,980 Kemmer Route Apt 82,New York,New York,Richmond County,36081.0,11423,iIxBLGNyKS@gmail.com,999-99-3397,Match,swapFirstLast,3,0,0,5,6d526b32-29d1-0228-3c4a-14803dfa9bd6
2229615,01/01/1970,999-77-6091,S99934640,X29613229X,Dyan-Bowers,Boyle,white,nonhispanic,F,Millerton  New York  US,675 Renner Drive Unit 21,New York,New York,Richmond County,36081.0,11366,ndRIMaOdgo@yahoo.com,999-77-6091,Match,hyphenatedLastNames,4,0,0,5,c4c241b1-178b-4730-7e27-c56cf50dd0b6
8663279,03/31/1974,891-58-4580,S99934640,X29613229X,Dyan,Boyle,white,nonhispanic,F,Millerton  New York  US,675 Renner Drive Unit 21,New York,New York,Richmond County,36081.0,11366,ndRIMaOdgo@yahoo.com,999-77-6091,No Match,uspsStoreAddress,25.2.2,1970-01-01 00:00:00,0,5,c4c241b1-178b-4730-7e27-c56cf50dd0b6
7503782,01/01/1970,999-77-6091,S99934640,X29613229X,Dy,Boyle,white,nonhispanic,F,Millerton  New York  US,675 Renner Drive Unit 21,New York,New York,Richmond County,36081.0,11366,ndRIMaOdgo@yahoo.com,999-77-6091,Match,uspsStoreAddress,25.2.1,1970-01-01 00:00:00,USPS Store,5,c4c241b1-178b-4730-7e27-c56cf50dd0b6
6638924,01/01/1970,999-77-6091,S99934640,X29613229X,Boyle,Dyan,white,nonhispanic,F,Millerton  New York  US,675 Renner Drive Unit 21,New York,New York,Richmond County,36081.0,11366,ndRIMaOdgo@yahoo.com,999-77-6091,Match,swapFirstLast,3,0,0,5,c4c241b1-178b-4730-7e27-c56cf50dd0b6
1273607,01/01/1970,850-85-9936,S99934640,X29613229X,Jonathan,Boyle,white,nonhispanic,F,Millerton  New York  US,675 Renner Drive Unit 21,New York,New York,Richmond County,36081.0,11366,ndRIMaOdgo@yahoo.com,999-77-6091,No Match,twins,1,0,0,5,c4c241b1-178b-4730-7e27-c56cf50dd0b6
4171931,01/01/1970,999-61-5913,S99916355,X61689578X,El,Borer,white,nonhispanic,M,Chenango Bridge  New York  US,221 Sawayn Rapid Suite 94,New York,New York,Richmond County,36061.0,10016,ZRASHMnBrO@gmail.com,999-61-5913,Match,uspsStoreAddress,25.2.1,1970-01-01 00:00:00,USPS Store,5,c8dbab97-bcf6-d774-4859-ae07dfe1f38a
2479033,01/01/1970,899-81-0472,S99916355,X61689578X,Carl,Borer,white,nonhispanic,M,Chenango Bridge  New York  US,221 Sawayn Rapid Suite 94,New York,New York,Richmond County,36061.0,10016,ZRASHMnBrO@gmail.com,999-61-5913,No Match,twins,1,0,0,5,c8dbab97-bcf6-d774-4859-ae07dfe1f38a
7098775,01/01/1970,999-61-5913,S99916355,X61689578X,Borer,Eldo,white,nonhispanic,M,Chenango Bridge  New York  US,221 Sawayn Rapid Suite 94,New York,New York,Richmond County,36061.0,10016,ZRASHMnBrO@gmail.com,999-61-5913,Match,swapFirstLast,3,0,0,5,c8dbab97-bcf6-d774-4859-ae07dfe1f38a
1215236,06/14/1969,047-74-4967,S99916355,X61689578X,Eldo,Borer,white,nonhispanic,M,Chenango Bridge  New York  US,221 Sawayn Rapid Suite 94,New York,New York,Richmond County,36061.0,10016,ZRASHMnBrO@gmail.com,999-61-5913,No Match,uspsStoreAddress,25.2.2,1970-01-01 00:00:00,0,5,c8dbab97-bcf6-d774-4859-ae07dfe1f38a
6904131,01/01/1970,999-61-5913,S99916355,X61689578X,Eldo-Olson,Borer,white,nonhispanic,M,Chenango Bridge  New York  US,221 Sawayn Rapid Suite 94,New York,New York,Richmond County,36061.0,10016,ZRASHMnBrO@gmail.com,999-61-5913,Match,hyphenatedLastNames,4,0,0,5,c8dbab97-bcf6-d774-4859-ae07dfe1f38a
4844159,01/01/1970,729-90-2108,S99929755,X89440603X,Robert,Jacobi,white,nonhispanic,M,New York  New York  US,801 Powlowski Byway Unit 58,New York,New York,Richmond County,36081.0,11379,GbGSTLSyAd@yahoo.com,999-27-6485,No Match,twins,1,0,0,11,cec366fa-162a-2989-a76f-ba51616aa358
7806832,12/29/1944,587-58-2222,S99929755,X89440603X,Rodrigo,Jacobi,white,nonhispanic,M,New York  New York  US,801 Powlowski Byway Unit 58,New York,New York,Richmond County,36081.0,11379,GbGSTLSyAd@yahoo.com,999-27-6485,No Match,uspsStoreAddress,25.2.2,1970-01-01 00:00:00,0,11,cec366fa-162a-2989-a76f-ba51616aa358
9925436,10/03/1976,6485,S99929755,X89440603X,Rodrigo,Jacobi,white,nonhispanic,M,New York  New York  US,801 Powlowski Byway Unit 58,New York,New York,Richmond County,36081.0,11379,GbGSTLSyAd@yahoo.com,999-27-6485,No Match,ssnLastFour,27.2,1970-01-01 00:00:00,0,11,cec366fa-162a-2989-a76f-ba51616aa358
9405513,01/01/1970,6485,S99929755,X89440603X,Rodrigo,Jacobi,white,nonhispanic,M,New York  New York  US,801 Powlowski Byway Unit 58,New York,New York,Richmond County,36081.0,11379,GbGSTLSyAd@yahoo.com,999-27-6485,Match,ssnLastFour,27,1970-01-01 00:00:00,0,11,cec366fa-162a-2989-a76f-ba51616aa358
2002040,01/01/1970,999-27-6485,S99929755,X89440603X,Rod,Jacobi,white,nonhispanic,M,New York  New York  US,801 Powlowski Byway Unit 58,New York,New York,Richmond County,36081.0,11379,GbGSTLSyAd@yahoo.com,999-27-6485,Match,uspsStoreAddress,25.2.1,1970-01-01 00:00:00,USPS Store,11,cec366fa-162a-2989-a76f-ba51616aa358
5826843,01/01/1970,999-27-6485,S99929755,X89440603X,Jacobi,Rodrigo,white,nonhispanic,M,New York  New York  US,801 Powlowski Byway Unit 58,New York,New York,Richmond County,36081.0,11379,GbGSTLSyAd@yahoo.com,999-27-6485,Match,swapFirstLast,3,0,0,11,cec366fa-162a-2989-a76f-ba51616aa358
9301022,01/01/1970,999-27-6485,S99929755,X89440603X,Baby,Boy,white,nonhispanic,M,New York  New York  US,801 Powlowski Byway Unit 58,New York,New York,Richmond County,36081.0,11379,GbGSTLSyAd@yahoo.com,999-27-6485,Match,place_holder_name,11.1,0,0,11,cec366fa-162a-2989-a76f-ba51616aa358
4915352,01/01/1970,999-27-6485,S99929755,X89440603X,Unk,Unk,white,nonhispanic,M,New York  New York  US,801 Powlowski Byway Unit 58,New York,New York,Richmond County,36081.0,11379,GbGSTLSyAd@yahoo.com,999-27-6485,Match,UnkownNames,12.1,0,0,11,cec366fa-162a-2989-a76f-ba51616aa358
9117009,12/17/1992,343-10-1908,S99929755,X89440603X,Anonymous,Anonymous,white,nonhispanic,M,New York  New York  US,801 Powlowski Byway Unit 58,New York,New York,Richmond County,36081.0,11379,GbGSTLSyAd@yahoo.com,999-27-6485,No Match,UnkownNames,12.2,0,0,11,cec366fa-162a-2989-a76f-ba51616aa358
3979461,01/01/1970,999-27-6485,S99929755,X89440603X,Rodrigo-Kim,Jacobi,white,nonhispanic,M,New York  New York  US,801 Powlowski Byway Unit 58,New York,New York,Richmond County,36081.0,11379,GbGSTLSyAd@yahoo.com,999-27-6485,Match,hyphenatedLastNames,4,0,0,11,cec366fa-162a-2989-a76f-ba51616aa358
3579692,08/14/1940,476-53-8725,S99929755,X89440603X,Baby,Boy,white,nonhispanic,M,New York  New York  US,801 Powlowski Byway Unit 58,New York,New York,Richmond County,36081.0,11379,GbGSTLSyAd@yahoo.com,999-27-6485,No Match,place_holder_name,11.2,0,0,11,cec366fa-162a-2989-a76f-ba51616aa358
9998963,10/03/1976,9452,0,0,Janella,Herzog,white,nonhispanic,F,Pawling  New York  US,225 Williamson Dam,New York,New York,Richmond County,36047.0,11238,fywKpmWeIO@yahoo.com,999-61-9452,No Match,ssnLastFour,27.2,1970-01-01 00:00:00,0,11,dd82db8e-973a-cba3-cb66-f59fbd6d1052
8457471,01/01/1970,999-61-9452,0,0,Herzog,Janella,white,nonhispanic,F,Pawling  New York  US,225 Williamson Dam,New York,New York,Richmond County,36047.0,11238,fywKpmWeIO@yahoo.com,999-61-9452,Match,swapFirstLast,3,0,0,11,dd82db8e-973a-cba3-cb66-f59fbd6d1052
7351688,01/01/1970,999-61-9452,0,0,Anonymous,Anonymous,white,nonhispanic,F,Pawling  New York  US,225 Williamson Dam,New York,New York,Richmond County,36047.0,11238,fywKpmWeIO@yahoo.com,999-61-9452,Match,UnkownNames,12.1,0,0,11,dd82db8e-973a-cba3-cb66-f59fbd6d1052
8739263,05/28/2003,187-29-2923,0,0,Janella,Herzog,white,nonhispanic,F,Pawling  New York  US,225 Williamson Dam,New York,New York,Richmond County,36047.0,11238,fywKpmWeIO@yahoo.com,999-61-9452,No Match,uspsStoreAddress,25.2.2,1970-01-01 00:00:00,0,11,dd82db8e-973a-cba3-cb66-f59fbd6d1052
1740376,12/17/1992,343-10-1908,0,0,Unk,Unk,white,nonhispanic,F,Pawling  New York  US,225 Williamson Dam,New York,New York,Richmond County,36047.0,11238,fywKpmWeIO@yahoo.com,999-61-9452,No Match,UnkownNames,12.2,0,0,11,dd82db8e-973a-cba3-cb66-f59fbd6d1052
1170323,01/01/1970,9452,0,0,Janella,Herzog,white,nonhispanic,F,Pawling  New York  US,225 Williamson Dam,New York,New York,Richmond County,36047.0,11238,fywKpmWeIO@yahoo.com,999-61-9452,Match,ssnLastFour,27,1970-01-01 00:00:00,0,11,dd82db8e-973a-cba3-cb66-f59fbd6d1052
3260354,01/01/1970,136-33-8107,0,0,Sherry,Herzog,white,nonhispanic,F,Pawling  New York  US,225 Williamson Dam,New York,New York,Richmond County,36047.0,11238,fywKpmWeIO@yahoo.com,999-61-9452,No Match,twins,1,0,0,11,dd82db8e-973a-cba3-cb66-f59fbd6d1052
8656120,01/01/1970,999-61-9452,0,0,Ja,Herzog,white,nonhispanic,F,Pawling  New York  US,225 Williamson Dam,New York,New York,Richmond County,36047.0,11238,fywKpmWeIO@yahoo.com,999-61-9452,Match,uspsStoreAddress,25.2.1,1970-01-01 00:00:00,USPS Store,11,dd82db8e-973a-cba3-cb66-f59fbd6d1052
4240971,08/14/1940,476-53-8725,0,0,John,Doe,white,nonhispanic,F,Pawling  New York  US,225 Williamson Dam,New York,New York,Richmond County,36047.0,11238,fywKpmWeIO@yahoo.com,999-61-9452,No Match,place_holder_name,11.2,0,0,11,dd82db8e-973a-cba3-cb66-f59fbd6d1052
1352468,01/01/1970,999-61-9452,0,0,Janella-Thompson,Herzog,white,nonhispanic,F,Pawling  New York  US,225 Williamson Dam,New York,New York,Richmond County,36047.0,11238,fywKpmWeIO@yahoo.com,999-61-9452,Match,hyphenatedLastNames,4,0,0,11,dd82db8e-973a-cba3-cb66-f59fbd6d1052
5301046,01/01/1970,999-61-9452,0,0,Baby,Boy,white,nonhispanic,F,Pawling  New York  US,225 Williamson Dam,New York,New York,Richmond County,36047.0,11238,fywKpmWeIO@yahoo.com,999-61-9452,Match,place_holder_name,11.1,0,0,11,dd82db8e-973a-cba3-cb66-f59fbd6d1052
6906377,01/01/1970,689-45-6382,0,0,Michael,Macejkovic,white,nonhispanic,F,New Rochelle  New York  US,141 Jakubowski Byway Unit 45,New York,New York,Richmond County,36061.0,10014,KGjvNUHGyM@gmail.com,999-90-5338,No Match,twins,1,0,0,11,ed9445bc-74b8-27c4-45ef-b6978376ce91
5562225,10/03/1976,5338,0,0,Naoma,Macejkovic,white,nonhispanic,F,New Rochelle  New York  US,141 Jakubowski Byway Unit 45,New York,New York,Richmond County,36061.0,10014,KGjvNUHGyM@gmail.com,999-90-5338,No Match,ssnLastFour,27.2,1970-01-01 00:00:00,0,11,ed9445bc-74b8-27c4-45ef-b6978376ce91
8285817,01/01/1970,999-90-5338,0,0,Macejkovic,Naoma,white,nonhispanic,F,New Rochelle  New York  US,141 Jakubowski Byway Unit 45,New York,New York,Richmond County,36061.0,10014,KGjvNUHGyM@gmail.com,999-90-5338,Match,swapFirstLast,3,0,0,11,ed9445bc-74b8-27c4-45ef-b6978376ce91
8052425,01/01/1970,999-90-5338,0,0,Naoma-Day,Macejkovic,white,nonhispanic,F,New Rochelle  New York  US,141 Jakubowski Byway Unit 45,New York,New York,Richmond County,36061.0,10014,KGjvNUHGyM@gmail.com,999-90-5338,Match,hyphenatedLastNames,4,0,0,11,ed9445bc-74b8-27c4-45ef-b6978376ce91
1005961,12/17/1992,343-10-1908,0,0,Anonymous,Anonymous,white,nonhispanic,F,New Rochelle  New York  US,141 Jakubowski Byway Unit 45,New York,New York,Richmond County,36061.0,10014,KGjvNUHGyM@gmail.com,999-90-5338,No Match,UnkownNames,12.2,0,0,11,ed9445bc-74b8-27c4-45ef-b6978376ce91
2822355,01/01/1970,999-90-5338,0,0,Anonymous,Anonymous,white,nonhispanic,F,New Rochelle  New York  US,141 Jakubowski Byway Unit 45,New York,New York,Richmond County,36061.0,10014,KGjvNUHGyM@gmail.com,999-90-5338,Match,UnkownNames,12.1,0,0,11,ed9445bc-74b8-27c4-45ef-b6978376ce91
2050400,01/01/1970,999-90-5338,0,0,Jane,Doe,white,nonhispanic,F,New Rochelle  New York  US,141 Jakubowski Byway Unit 45,New York,New York,Richmond County,36061.0,10014,KGjvNUHGyM@gmail.com,999-90-5338,Match,place_holder_name,11.1,0,0,11,ed9445bc-74b8-27c4-45ef-b6978376ce91
9561753,09/24/1953,342-80-4137,0,0,Naoma,Macejkovic,white,nonhispanic,F,New Rochelle  New York  US,141 Jakubowski Byway Unit 45,New York,New York,Richmond County,36061.0,10014,KGjvNUHGyM@gmail.com,999-90-5338,No Match,uspsStoreAddress,25.2.2,1970-01-01 00:00:00,0,11,ed9445bc-74b8-27c4-45ef-b6978376ce91
6956942,08/14/1940,476-53-8725,0,0,Baby,Boy,white,nonhispanic,F,New Rochelle  New York  US,141 Jakubowski Byway Unit 45,New York,New York,Richmond County,36061.0,10014,KGjvNUHGyM@gmail.com,999-90-5338,No Match,place_holder_name,11.2,0,0,11,ed9445bc-74b8-27c4-45ef-b6978376ce91
2489630,01/01/1970,5338,0,0,Naoma,Macejkovic,white,nonhispanic,F,New Rochelle  New York  US,141 Jakubowski Byway Unit 45,New York,New York,Richmond County,36061.0,10014,KGjvNUHGyM@gmail.com,999-90-5338,Match,ssnLastFour,27,1970-01-01 00:00:00,0,11,ed9445bc-74b8-27c4-45ef-b6978376ce91
2390923,01/01/1970,999-90-5338,0,0,Na,Macejkovic,white,nonhispanic,F,New Rochelle  New York  US,141 Jakubowski Byway Unit 45,New York,New York,Richmond County,36061.0,10014,KGjvNUHGyM@gmail.com,999-90-5338,Match,uspsStoreAddress,25.2.1,1970-01-01 00:00:00,USPS Store,11,ed9445bc-74b8-27c4-45ef-b6978376ce91
8267895,01/01/1970,790-36-2923,S99975385,X51427353X,Amy,P,white,hispanic,M,Gaudalajara  Jalisco  MX,1090 Sauer Glen,New York,New York,Richmond County,36061.0,10177,vHechqDjNu@hotmail.com,999-49-5953,No Match,twins,1,0,0,5,f8421893-368f-f418-ab6d-2ed42facede5
1143633,04/27/1945,103-23-2059,S99975385,X51427353X,Teodoro,P,white,hispanic,M,Gaudalajara  Jalisco  MX,1090 Sauer Glen,New York,New York,Richmond County,36061.0,10177,vHechqDjNu@hotmail.com,999-49-5953,No Match,uspsStoreAddress,25.2.2,1970-01-01 00:00:00,0,5,f8421893-368f-f418-ab6d-2ed42facede5
9989249,01/01/1970,999-49-5953,S99975385,X51427353X,Teodoro-Stone,P,white,hispanic,M,Gaudalajara  Jalisco  MX,1090 Sauer Glen,New York,New York,Richmond County,36061.0,10177,vHechqDjNu@hotmail.com,999-49-5953,Match,hyphenatedLastNames,4,0,0,5,f8421893-368f-f418-ab6d-2ed42facede5
7332708,01/01/1970,999-49-5953,S99975385,X51427353X,Te,P,white,hispanic,M,Gaudalajara  Jalisco  MX,1090 Sauer Glen,New York,New York,Richmond County,36061.0,10177,vHechqDjNu@hotmail.com,999-49-5953,Match,uspsStoreAddress,25.2.1,1970-01-01 00:00:00,USPS Store,5,f8421893-368f-f418-ab6d-2ed42facede5
2232856,01/01/1970,999-49-5953,S99975385,X51427353X,P,Teodoro,white,hispanic,M,Gaudalajara  Jalisco  MX,1090 Sauer Glen,New York,New York,Richmond County,36061.0,10177,vHechqDjNu@hotmail.com,999-49-5953,Match,swapFirstLast,3,0,0,5,f8421893-368f-f418-ab6d-2ed42facede5
